McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill,Price
22458,43257,80863,5021.26,22998.5,15240,2956,17140,74491,154114,103044,13371,35484.25,10146.4398,221206,170999,20820,1905,18770,53373,17510,307109,0,42470,9381,46447,67814,19731,26730,76962,67848,67022,2777.21,187,0,21825,39290.5,0,228614,22089,0,3212.34,3678.0156,11733.5366,0,73283,0,9653.66765,18805.6,7375,10420,11064.5885,69571,12901.5,23947.5,29640,0,2618,0,18596.4903,0
23680,43499,81959,6159.57,24821.5,25090,4371,19850,49366,195195,203383,5495,42726.48,11201.4098,236244,196258,21414,7012,19780,53914,18172,268628,0,61310,9349,46901,68293,20323,38360,117035,91840,90617,965.34,8814,21063,21654,49775.5,0,81806,14721,0,1614.53,5049.9684,12669.1857,0,38226,6563,5011.8213,10295.21,9250.5,15880,17698.4364,70022,18493,7656.5,44350,8144,2416,0,2217.882,0
0,43269,81956,8421.83,6611.5,7250,2983,8140,47749,108281,44446,18033,39706.43,10523.2596,159121,164546,0,3576,18970,53866,16335,164418,4306,24560,16612,49208,67519,19446,7100,73415,47332,46881,3132.41,4182.5,0,43485,28861.5,0,132502,21721,0,3569.29,12400.8652,11951.7998,13300,74384,38650,6675.7681,16389.26,4125.5,6420,8658.1704,69745,13999,10818,10290,8262,2733,0,921.6755,0
46001,43297,81942,4318.38,28171,11820,0,16650,73496,212920,106209,18486,34427.97,8916.579,244314,198665,0,7959,28960,51806,17575,167459,56,54710,9379,45392,67869,19909,33220,45710,40579,40503,464.31,12070,0,21662,49946.5,0,230904,30318,0,0,20948.6587,11687.1448,0,38198,39723,15374.8912,,3073,11730,23143.1281,69601,18491,29154.5,43410,10580,2287,0,20932.1434,0
23328,43453,81748,3861.6,10529.5,12730,0,8550,23721,116928,51410,18430,38771.23,10158.5526,142761,165722,0,2659,19170,53814,18600,165392,1545,12320,5904,51960,68201,20281,0,75478,72865,72381,0,5309.5,0,21831,38747,0,159150,9754,0,0,8851.6164,12795.1117,0,37848,0,1578.08895,,3147,0,4580.4522,70279,16251,70,0,10616,2335,0,17187.5175,0
43497,43152,81263,5077.37,23457,15690,3558,19280,75609,181318,103058,18778,45987.87,9907.8098,239672,174870,20934,7822,18950,51810,14767,307158,0,43690,9380,43193,67038,19851,26390,104165,87982,87087,647.05,11815,0,29638,48814.5,476,199226,15501,21012.5995,0,24787.9858,10880.7043,0,38004,1372,3978.6616,0,10090.5,10730,20927.5123,69001,17570.5,0,28630,10286,2294,0,22617.6262,0
46002,43227,81232,5358.06,2072.5,12690,2986,410,50409,102277,51656,18435,46342.4,10403.5,223385,151114,0,2905,19210,53870,15005,221626,0,1330,9490,49742,67316,19786,0,48247,41754,41776,898.24,2250.5,0,29624,29589,0,163759,35813,16883.4,10971.2,29825.2,10693.3,13456,74286,0,13515.7,32683.4,3430.5,1320,4802.995,69768,16118.5,12699.5,0,4338,2398,0,0,0
46627,43338,81795,4774.62,23521,12950,0,1660,74399,140011,110063,18448,45255.91,10150.6146,233233,198813,21729,2525,19200,53782,18246,165057,1549,33160,9302,50223,67987,20213,12880,82253,67039,66733,0,7834.5,0,21831,45884,0,199606,9827,0,0,10843.2417,12552.1056,0,38356,19959,1855.5456,,3082.5,5720,11846.1285,70235,15536,300,15340,10588,2341,0,7932.1903,0
23927,43364,82236,3580.67,5771,26140,0,9940,76837,145299,98863,19400,32801.94,9910.7008,82959,200292,0,7109,19840,53874,15326,166489,0,10610,5941,47074,68091,20416,12530,75749,48820,48844,1032.4,4841.5,21118,21869,42811,0,0,20499,0,5360.19,0,14319.6422,0,37149,124,7065.5666,15803.39,2968,5160,15584.2553,69852,20454.5,31747.5,14840,8294,2380,0,19720.2378,0
23900,43306,57723,5581.4,4415,7860,3068,0,24428,99026,0,18415,39675.9,10165.4322,175703,132970,0,2778,19750,53788,12442,221882,0,0,9396,50450,67513,19583,0,47401,42410,42266,674.34,2317.5,0,21648,28560.5,0,154485,13826,22306.5275,4809.94,26969.6856,12450.972,13531,74226,0,4121.78225,20213.14,3459,0,0,70575,16126,218,0,4490,2527,0,10778.2278,0
22660,42960,81204,5324.11,17672,13310,5268,9090,79090,213351,162507,5481,45189.13,10778.8044,172409,188639,0,6698,19710,53656,0,307640,0,29850,9380,44254,67175,20193,24400,117631,103547,102020,38.3,10549.5,20825,24706,54368.5,0,0,0,0,8624.15,1173.752,10909.8206,0,37302,0,9838.7032,20505.9,2890.5,11120,2357.026,69037,18585,13868,27670,7575,2533,0,0,0
25292,43190,80710,5176.07,16990,8340,2972,7940,75401,188764,154537,19458,31083.62,10148.439,90324,192613,0,0,19720,53505,16441,368201,0,37510,9392,46720,67920,20454,12050,99681,72840,72177,2184.12,3707,20816,21785,53171.5,0,0,0,0,0,0,12246.4835,0,37396,23213,0.18855,155.45,3051,11150,3708.6975,68464,15390.5,893.5,14800,1588,2631,0,14317.1072,0
0,43272,80861,4353.9,5361,8410,0,0,49937,135502,103193,19182,33331.45,10039.5414,0,171966,20931,0,20290,53819,16350,277943,0,14010,9401,51579,68026,20133,0,48900,41118,40911,2400.63,3992,20997,21828,30279.5,0,0,0,0,0,5574.5346,13217.7743,0,37088,0,0,72.25,2931,3480,3615.4621,68999,14901,13934,580,1614,2523,0,21157.2919,0
46276,43043,80785,7035.62,22223.5,12650,4952,17060,49269,107314,158791,18446,46516.39,10197.4194,247313,190714,20594,2209,18740,53651,11721,304734,0,45320,30028,47742,67358,19937,24630,53217,48092,47925,2386.99,5269,0,21640,29444,0,250607,35006,0,16447.37,24642.3246,11195.4501,0,73907,108295,15378.4279,35808.3,12134,13140,11099.1246,69740,10528.5,23378.5,28890,1636,5474,0,857.6517,0
45087,43199,81148,5219.1,22706,12280,4989,25700,78352,160424,170039,15865,38333.26,8811.7778,54192,189963,20500,6565,19820,54101,18126,368963,492,29130,28914,41718,70422,20029,25910,77678,74775,75000,1770.65,8441,20902,29571,70087.5,0,0,25637,0,7179.57,21290.8322,12365.8544,0,37702,109093,10275.1043,21551.4,2944,17310,12780.4686,67495,17649,18535.5,43370,1402,3499,0,12189.3945,0
0,43173,81057,4945.9,16788.5,8270,5248,9080,48347,150256,136888,18789,31866.6,10028.1,34809,171933,20921,6772,20180,51651,18063,330059,0,14580,9393,50757,67919,20056,13630,49709,47724,47313,2894.14,8762,20965,21785,40069.5,356,0,2255,0,424.71,6559.5,12726.7,0,37200,42606,1018.7045,3686.87,3003,3420,4825.14,69160,14996.5,390.5,15470,1741,2874,0,19415.6,0
22292,43116,81212,5241.38,20565,8790,0,9490,73880,159660,103023,18292,46212.5,10402.6412,232250,188209,0,2331,18580,53560,17439,306669,0,8190,12420,46687,67383,18944,19320,53462,61148,61680,1316.92,729,0,21622,38782.5,0,266318,35537,0,13849.69,30133.2856,10843.2478,13407,74324,0,14817.3264,33815.44,21293,5610,4790.7766,69337,11849.5,10646.5,31020,7918,4913,0,10.8456,0
22959,43073,80942,5484.23,22375,26140,263,17950,102832,199228,165060,16748,33500.59,9306.8444,90976,191600,20780,7318,20740,39995,14821,366780,1251,42450,9364,47779,70531,20257,23410,88297,73686,72828,0,8890.5,21079,31158,56409.5,0,24329,3998,0,546.35,17987.2979,12260.754,0,37400,19574,1658.13585,4552.53,9951.5,14660,807.6829,68311,16101.5,1741.5,15570,1828,3499,0,22328.7361,0
22164,42988,80154,3596.9,22057.5,7840,2928,8540,24515,184626,139156,17416,34663.67,8668.9526,88812,174550,20205,6175,19530,53722,15855,276604,0,45070,9359,47273,70462,20043,0,95630,84814,84190,1177.08,2485.5,20777,21646,29307.5,0,601,30379,0,10988.83,20192.7546,12214.4317,0,38002,20224,12008.5724,28198.92,9872.5,16340,4987.0141,68477,14601.5,30731,15500,3545,2594,0,8129.5148,0
22241,42976,80175,6127.12,22496,11270,757,17270,75961,211444,153193,19133,35610.66,9794.61,195338,190695,0,7212,18690,53558,16147,276486,0,42080,9787,36487,67499,19427,26640,83442,72668,72341,1181.43,3067,0,22664,57863.5,0,181831,23629,0,6017.08,18709.4132,11554.0785,0,37901,20256,9390.80035,21988.22,3327.5,12050,19305.2758,68837,18491,14917,29610,6228,2566,0,10155.3708,0
23803,43320,81408,4334.85,17723,26070,0,2070,48694,140028,158227,19415,43289.45,10780.6566,102490,196650,1181,7621,19880,53783,14705,220790,0,7610,9357,42184,67958,20758,40,99630,71612,71593,0,3971.5,21042,21398,49280,0,0,11394,0,2425.8,15430.2183,12214.4615,0,37250,0,1558.27655,13344.62,2999.5,4370,4041.5979,69333,13579,0,0,7820,2528,0,13978.7041,0
0,43248,81125,3561,21360,12310,0,0,50287,83335,108222,19414,38110.83,10393.6056,81923,176767,0,6935,21700,53822,15360,221263,0,10740,5938,45630,67877,19844,0,84370,71254,71328,1286,4836,20998,21823,40085.5,0,0,717,0,233.58,14538.8824,12132.1801,0,37251,0,286.90305,3542.85,3004,5860,13404.3335,61281,19085,17850.5,0,5601,2530,0,0,0
45594,43032,82003,5169.15,17912.5,11320,1720,9370,76069,176239,154635,19135,44086.97,10532.55,116372,191357,0,0,19250,53853,13968,221693,2165,44720,9487,40733,67703,19536,24540,95585,88907,88083,1171.26,11053,0,43324,39969.5,0,192828,10310,0,5051.72,2433.4078,12330.1234,0,37898,63270,5414.46175,16870.76,9966.5,11430,12928.023,69036,18620.5,19018.5,29690,6180,2326,0,2086.75,0
22198,43159,81162,5233.64,22274,13010,0,25190,49641,98504,104648,18289,45984.1,10553.1398,232516,188634,0,2377,18550,53676,17317,306599,577,18610,16633,46732,67379,19512,29660,86224,68140,66920,1469.71,6431,0,21620,39833,86,266382,25987,0,10259.23,28658.6432,10860.8505,13437,74318,0,13457.1688,31155.61,30875,7950,17290.3515,69253,11842.5,11587,31360,7989,4910,0,0,0
25509,43073,81093,5319.36,17536.5,26860,2942,17070,104070,200378,159267,16741,36613.27,8810.004,87137,191606,20555,6924,22610,53821,14366,368529,1932,46880,9365,47641,70835,20343,25420,86099,76111,76088,0,8778.5,20905,31164,55710.5,0,15308,0,0,0,21032.5087,12155.8223,0,36200,0,0,0,9957.5,11280,1665.084,68524,16116,0,13820,1641,3497,0,22008.0264,0
0,43253,81052,4324.95,15901.5,12840,0,0,49546,65504,107920,19179,32900.77,10887.6432,29602,171448,0,7106,19700,53795,16668,332509,0,2040,9367,50374,67801,20257,0,74210,42161,41647,2282.27,2911,20876,21829,29681.5,0,0,0,0,0,8291.6323,13029.0339,0,37098,0,77.62085,1057.42,2866,0,8989.1973,69027,16123.5,5464.5,0,1680,2529,0,7054.2779,0
22673,42978,80848,5132.06,17538.5,24500,3610,26850,74945,189999,173984,18355,39181.01,10770.298,116706,190667,20418,6564,19750,53719,16148,366648,127,60940,9366,43516,67638,20342,36270,107902,84695,83938,2344.35,8436,20944,21624,69702.5,0,51039,12893,0,3764.71,21732.4469,12445.5573,0,37156,22504,1600.2632,13775.86,3025.5,16270,15180.9157,68953,14816.5,1055.5,33230,4090,2753,0,76.1486,0
23181,43024,80802,7091.29,22619.5,7810,5401,1680,45603,89552,103505,18435,45946.22,10934.1344,246036,191676,0,964,18720,53783,12182,306801,741,51380,31319,47477,67635,19516,12750,44693,38071,37590,0,8202,0,21646,39459.5,0,214971,28392,0,13419.37,28140.8803,10319.5608,0,73999,59471,13579.9827,30460.02,3523,16120,18331.0211,69649,10600,24137.5,14830,1626,2585,0,393.6351,0
0,43217,81371,9352.23,11743.5,7820,4968,6860,46761,119911,142922,16157,32470.45,7825.7606,43550,159304,0,6969,19750,53774,17090,331852,2615,30580,32025,45569,70665,20269,10370,53293,57570,56823,1721.32,8732,21045,29614,46889.5,0,0,37392,0,13455.25,30175.9413,12899.2402,0,36721,46696,15178.02495,32248.43,2926,4860,8657.4529,67746,17635,24447,4870,1443,3351,0,19069.6227,0
47036,43252,80625,11024.15,41149,24980,5272,27890,83645,166570,218484,18041,44087.37,11280.486,245070,190309,22589,2783,43710,53893,13406,222162,0,78000,37066,49161,67429,20253,39820,86770,74210,74000,5794.04,13441.5,0,46460,59793.5,476,214874,14738,0,2855.16,3220.6125,13072.5299,13278,74498,119601,5306.6966,15740.46,33752,24130,26860.1221,69701,14955.5,24401.5,43220,12197,7415,6529,12086.1224,0
0,43201,82205,3594.43,8242.5,13480,0,0,51072,89971,51553,18480,45877.64,9806.5366,103612,199379,0,7546,19790,51911,11479,165984,0,14960,5996,45216,67944,20006,0,78153,48245,47915,331.66,5839.5,0,21651,39302.5,0,136915,38278,13942.5721,0,6675.5646,12044.9006,0,38000,0,15016.95595,,3186,3900,5429.152,69584,16124.5,27248,13890,10299,2286,0,18807.0311,0
23090,43243,81158,6173.51,27111.5,8430,5370,28010,74433,159599,216319,14636,42894.45,10783.7534,119026,193286,20844,6884,19160,53793,18361,277002,0,68600,9372,43929,68254,20065,40290,107678,88008,87239,0,9589.5,20943,21627,60129.5,476,97056,7973,0,4935.69,31219.2084,11152.3111,0,38254,86000,5624.4008,15809.69,14709,14260,20110.0987,69258,18566,3934.5,42950,8002,4984,0,0,0
23373,43359,81432,6182.81,35892,25600,2971,26320,77112,177929,210446,13288,43647.55,10279.7492,237989,192609,20929,6958,39670,53825,18544,307815,0,72850,9370,45941,68098,20359,31160,104494,84540,83849,1348.8,8097,21069,21841,70078.5,0,89880,0,20946.5814,0,11625.5192,12157.528,0,37603,63049,0,0,7706,18510,19821.1753,69740,18561.5,7930,44430,8211,2862,0,1478.5657,0
46033,43078,81552,10735.92,21875,14730,5302,33430,44279,147269,199945,12648,44758.7,10451.9254,245410,191615,20790,3151,18700,53816,13037,296119,0,85910,30164,48564,66994,19915,39450,105511,87828,87144,5254.01,9951.5,0,21634,59709,476,202872,7268,20842.7428,770.88,23698.2616,11563.6187,13579,74209,119173,1777.622,7189.52,31143,14650,18611.2408,69583,13770,1987,44250,4342,4980,0,0,0
0,43334,80960,5295.88,13466,8360,2525,9260,32409,98784,86694,18408,33092.43,10038.9044,38223,164557,0,6572,19870,50719,17592,333326,0,9980,9398,48165,70382,19723,0,70996,57725,57449,2373.9,3833.5,21003,21720,31873,0,0,32158,0,9954.06,23481.4581,11298.9637,0,37086,0,13905.18725,31765.68,3036.5,6600,2234.922,68733,15113.5,12557.5,1590,1463,2854,0,2118.5512,0
46401,43125,80864,9176.42,32709,7700,5480,12480,48755,102652,197272,18526,44125.02,10047.5676,242067,190191,20872,0,25860,52066,13559,304913,0,45230,19671,48260,67374,19393,15950,72533,44016,43268,0,5841,0,29787,40790.5,0,214118,30064,0,12413.63,20080.7538,11397.8759,14352,72893,109402,11496.76395,31211.7,10273.5,13430,11627.9953,69766,10547,30661,30970,4300,5714,0,0,0
22605,43284,80152,3715.79,37185.5,12830,0,7560,81741,202492,161961,19158,40647.6,10402.0728,160867,186673,20296,7243,31110,53287,15345,276755,0,26220,9371,44638,67810,19893,11010,105503,86441,86143,703.57,3987.5,20863,21638,58959.5,0,49760,13941,0,5437.92,25552.7864,12392.8881,0,37201,0,3430.4329,20801.9,7417.5,7120,10986.4575,68905,21083,2681.5,23320,8011,2776,0,1753.6646,0
45147,43139,80647,5299.77,16361,10650,3310,20180,77912,213509,164622,19485,40199.93,10777.599,112141,191608,20344,7179,19730,53836,17399,368353,0,56400,9360,44071,68073,20713,33320,113282,98864,97500,5089.04,4975,20961,21645,69051,0,61114,0,0,0,2340.7897,12621.7229,0,37149,60368,0,0,9928,11540,13684.6841,68884,19074,24264.5,40450,6691,5012,0,13423.5522,0
23647,43349,81364,7333.97,20304.5,26760,3525,25090,76319,172034,171382,18062,33881.06,10890.1422,114309,195600,20920,6860,19800,53804,14501,361335,0,46570,9372,45037,67094,20955,40180,83620,73623,73388,1337.31,4529.5,20986,21672,50567,0,25651,754,0,234.89,18045.3077,13298.6276,0,37155,4,8.38945,4113.46,2979.5,11560,12670.949,69423,14851,0,28690,4485,2558,0,3737.3052,0
0,43308,82259,3742.42,9396,10330,0,30,49888,165802,1617,18786,44848.3,10394.6836,131326,172990,0,7999,22220,51484,7719,165516,0,12620,9365,46999,67513,20138,20,78310,49576,49355,1268.58,6068,0,21656,39032,0,140239,3949,15443.1849,0,373.4051,11593.925,0,38301,1,1702.7655,,3016.5,3600,21356.8578,70189,15085,3857.5,0,10686,2435,0,22793.7431,0
46318,43182,81278,6981.58,33058,12810,5224,23380,51025,134575,155641,18554,44554.98,10400.1618,233667,197391,21422,7762,31240,51509,16511,277445,515,31010,9359,44574,68005,19270,40720,74513,60980,59865,2605.45,11994.5,0,21803,49936.5,0,245781,24160,0,0,19599.3173,11802.9952,0,36654,86116,10737.69165,,10094,13330,23498.3202,69635,11636,19736.5,46730,10651,5139,0,63.658,0
2456,42894,79830,3581.63,22061,7850,2917,8520,22117,137878,154461,18971,33091.21,8667.4826,84994,166413,20156,6216,19550,53699,15948,276748,0,35970,9369,47329,70176,19903,0,95584,87702,88029,1175.91,1891.5,20752,21639,39404,269,0,22629,0,8689.65,22393.0076,12267.8249,0,38001,419,11067.15745,26026.91,10011.5,13000,11081.8717,68466,14609,30407.5,14840,3685,2597,0,5920.9385,0
22523,43136,80017,5024.91,22997.5,13820,5232,17150,69511,151769,101548,13390,36040.73,10148.341,220837,168603,20425,1878,18760,53433,17596,307198,0,42060,9377,47062,67518,19680,24860,73521,48687,48505,1131.55,3035.5,0,21825,29420.5,412,267187,12901,0,1684.37,3292.8309,11965.6737,0,73275,0,5075.2585,9461.01,3045,10460,17283.9697,69463,12903.5,17365.5,25870,0,2155,0,8005.4601,0
45226,43245,81237,5070.58,22188.5,24040,2944,17850,103395,191858,169753,19439,39809.73,10783.9984,118173,194506,20882,7038,19780,53816,17814,368613,0,50070,9376,44173,67931,20560,25360,106515,90549,90465,1327.57,5749,21016,21656,78684.5,476,48474,0,0,0,10875.6976,11952.9502,0,37150,23671,8.05385,573.52,6411,12510,15159.2671,69096,17621.5,13249.5,37950,6685,4992,0,10901.468,0
23437,43119,80712,4572.45,22857,7870,11,9340,75950,176142,164838,19452,37467.98,10779.1768,104911,194307,20837,6847,19720,53843,16662,332310,0,28460,9386,44782,67994,20154,16130,100831,68653,69827,0,4571.5,20971,29636,68450.5,0,0,13620,0,5816.56,15998.2103,11799.8912,0,37000,20102,7393.40395,22151.45,7461,14340,8833.4758,69180,15618.5,11204.5,26380,7644,2695,0,0,0
23824,43588,81704,3816.93,16854,7970,0,15640,81890,222805,150132,19164,42491.43,10778.383,178701,198303,21421,7237,19690,53875,15301,221169,0,53210,5991,45898,68050,20114,25570,75027,84253,82907,0,4010,21047,21631,58573,0,24276,40091,0,13809.27,3015.6183,14032.1385,0,37250,0,15216.586,31848.86,2950.5,12780,12223.8008,70015,19581,32309.5,26690,7878,2375,0,22435.9102,0
0,42956,79433,10218.25,22623.5,9370,5021,17350,50332,123703,171539,15577,25321.85,8577.6754,48054,184458,19907,7571,19680,53791,15423,318354,888,63430,34497,44051,69816,19825,20680,102303,75588,75251,1461.6,8465.5,20805,29614,65875,0,0,17737,0,2797.98,25688.4354,12032.1275,0,38006,117308,5668.06815,13149.12,7117.5,16020,8705.4009,67339,14952.5,29825.5,29800,1108,8805,0,9963.0866,0
0,43344,81255,3678.76,9000.5,24560,0,0,48759,128840,49874,19402,36529.28,10783.9004,68157,157294,0,7612,19920,53798,18138,219728,0,3800,5924,42307,68251,21173,0,69168,45175,45056,0,4305,21019,21831,49972.5,0,0,0,0,3.8,13693.7075,12479.1065,0,37248,0,7.0103,2304.23,3001,3950,4996.5459,69451,17972.5,0,0,8181,2527,0,13953.6532,0
22793,43074,81187,6168.17,21573,22130,5244,25410,78998,219115,209712,5479,44814.07,10777.6088,215174,189534,20307,6743,19750,53808,0,307272,0,63770,9381,45848,67022,20137,37340,118907,103503,102308,2662.7,11317.5,20967,24709,59144,0,50775,15574,0,13331.84,5269.2798,11084.4392,0,37300,62123,12055.2696,33742.04,7582.5,14300,15691.625,68987,18564.5,15208,44420,7997,3792,0,85.1579,0
45279,43205,81647,5080.8,23136,23530,100,26330,75771,184216,150682,18478,32524.42,10157.4354,207446,196982,21257,7691,18600,51677,17724,244904,0,38420,9358,43409,67910,19966,27080,78265,66633,66071,1025.16,6613,0,21671,48778.5,0,174661,28855,13875.0504,0,9937.1344,11455.5035,0,38201,0,3727.76325,,3265.5,12470,16114.5083,69270,18554.5,28663.5,27530,10198,2541,0,21132.4136,0
